iteration best avg highestnumber
856 5304.0 4818.133333333333 512
857 5304.0 4605.333333333333 512
858 5304.0 4560.4 512
859 5304.0 4705.2 512
860 5304.0 4695.333333333333 512
861 5304.0 4498.133333333333 512
862 5304.0 4217.066666666667 512
863 5304.0 3779.0666666666666 512
864 5304.0 4595.733333333334 512
865 5304.0 3879.2 512
866 5304.0 4564.4 512
867 5304.0 5169.733333333334 512
868 5304.0 5019.866666666667 512
869 5304.0 4674.8 512
870 5304.0 4412.0 512
871 5304.0 4168.533333333334 512
872 5304.0 3748.8 512
873 5304.0 4183.466666666666 512
874 5304.0 4324.666666666667 512
875 5304.0 4321.733333333334 512
876 5304.0 4684.933333333333 512
877 5304.0 3735.6 512
878 5304.0 3716.133333333333 512
879 5304.0 4399.2 512
880 5304.0 4262.266666666666 512
881 5304.0 4250.0 512
882 5304.0 4190.8 512
883 5304.0 4236.933333333333 512
884 5304.0 4066.8 512
885 5304.0 4298.4 512
886 5304.0 4125.866666666667 512
887 5304.0 4635.2 512
888 5304.0 4363.6 512
889 5304.0 4355.6 512
890 5304.0 4647.333333333333 512
891 5304.0 4322.533333333334 512
892 5304.0 3799.733333333333 512
893 5304.0 3857.4666666666667 512
894 5304.0 4086.266666666667 512
895 5304.0 4265.333333333333 512
896 5304.0 4807.733333333334 512
897 5304.0 4551.066666666667 512
898 5304.0 4670.0 512
899 5304.0 4310.133333333333 512
900 5304.0 4332.4 512
901 5304.0 4196.666666666667 512
902 5304.0 4020.8 512
903 5304.0 4188.8 512
904 5304.0 4086.133333333333 512
905 5304.0 4353.2 512
906 5304.0 4582.666666666667 512
907 5304.0 4578.0 512
908 5304.0 4449.466666666666 512
909 5304.0 5092.266666666666 512
910 5304.0 4448.666666666667 512
911 5304.0 4802.8 512
912 5304.0 4701.2 512
913 5304.0 4921.2 512
914 5304.0 4880.666666666667 512
915 5304.0 3909.866666666667 512
916 5304.0 3450.0 512
917 5304.0 3861.6 512
918 5304.0 4760.533333333334 512
919 5304.0 4383.733333333334 512
920 5304.0 4092.6666666666665 512
921 5304.0 3781.2 512
922 5304.0 3761.6 512
923 5304.0 3820.133333333333 512
924 5304.0 4077.6 512
925 5304.0 4780.266666666666 512
926 5304.0 4513.333333333333 512
927 5304.0 5130.133333333333 512
928 5304.0 5028.533333333334 512
929 5304.0 4726.933333333333 512
930 5304.0 4447.733333333334 512
931 5304.0 4160.4 512
932 5304.0 4531.6 512
933 5304.0 4958.133333333333 512
934 5304.0 4386.133333333333 512
935 5304.0 4596.266666666666 512
936 5304.0 4320.133333333333 512
937 5304.0 4477.066666666667 512
938 5304.0 4405.333333333333 512
939 5304.0 4429.2 512
940 5304.0 4497.2 512
941 5304.0 4889.866666666667 512
942 5304.0 4726.533333333334 512
943 5304.0 4612.0 512
944 5304.0 4810.266666666666 512
945 5304.0 4155.6 512
946 5304.0 4537.733333333334 512
947 5304.0 4607.066666666667 512
948 5304.0 3855.866666666667 512
949 5304.0 3844.6666666666665 512
950 5304.0 4392.133333333333 512
951 5304.0 4315.333333333333 512
952 5304.0 4718.8 512
953 5304.0 5017.466666666666 512
954 5304.0 4274.4 512
955 5304.0 4440.8 512
956 5304.0 4316.266666666666 512
957 5304.0 4442.666666666667 512
958 5304.0 4324.666666666667 512
959 5304.0 4213.333333333333 512
960 5304.0 4420.666666666667 512
961 5304.0 4400.133333333333 512
962 5304.0 4885.6 512
963 5304.0 4756.666666666667 512
964 5304.0 4292.533333333334 512
965 5304.0 4454.266666666666 512
966 5304.0 4488.4 512
967 5304.0 4303.733333333334 512
968 5304.0 4463.866666666667 512
969 5304.0 4477.066666666667 512
970 5304.0 4365.333333333333 512
971 5304.0 4223.2 512
972 5304.0 4361.733333333334 512
973 5304.0 4499.2 512
974 5304.0 3651.0666666666666 512
975 5304.0 3900.8 512
976 5304.0 4378.0 512
977 5304.0 4679.466666666666 512
978 5304.0 4737.2 512
979 5304.0 4837.066666666667 512
980 5304.0 4892.133333333333 512
981 5304.0 3670.8 512
982 5304.0 4797.066666666667 512
983 5304.0 4559.6 512
984 5304.0 4190.533333333334 512
985 5304.0 4410.0 512
986 5304.0 4444.933333333333 512
987 5304.0 5026.0 512
988 5304.0 4301.333333333333 512
989 5304.0 3425.2 512
990 5304.0 3786.8 512
991 5304.0 3565.0666666666666 512
992 5304.0 3982.8 512
993 5304.0 4169.466666666666 512
994 5304.0 4402.266666666666 512
995 5304.0 4275.733333333334 512
996 5304.0 4398.133333333333 512
997 5304.0 4388.933333333333 512
998 5304.0 3501.0666666666666 512
999 5304.0 4271.333333333333 512
