iteration best avg highestnumber
106 3292.0 2814.9333333333334 256
107 3292.0 3097.866666666667 256
108 3292.0 2881.2 256
109 3292.0 2983.4666666666667 256
110 3292.0 2899.6 256
111 3292.0 3092.5333333333333 256
112 3292.0 2963.2 256
113 3292.0 2712.266666666667 256
114 3292.0 2323.866666666667 256
115 3292.0 2541.6 256
116 3292.0 2771.866666666667 256
117 3292.0 3009.0666666666666 256
118 3292.0 2871.866666666667 256
119 3292.0 3031.866666666667 256
120 3292.0 2984.0 256
121 3292.0 2832.6666666666665 256
122 3292.0 2681.4666666666667 256
123 3292.0 2694.6666666666665 256
124 3292.0 2687.0666666666666 256
125 3292.0 2624.0 256
126 3292.0 2674.6666666666665 256
127 3292.0 3120.0 256
128 3292.0 2793.2 256
129 3292.0 2758.0 256
130 3292.0 2630.5333333333333 256
131 3292.0 2945.3333333333335 256
132 3292.0 2503.6 256
133 3292.0 2503.733333333333 256
134 3292.0 2463.3333333333335 256
135 3292.0 2884.6666666666665 256
136 3292.0 2901.866666666667 256
137 3292.0 2727.866666666667 256
138 3292.0 2500.5333333333333 256
139 3292.0 2868.6666666666665 256
140 3292.0 2784.6666666666665 256
141 3292.0 2861.733333333333 256
142 3292.0 2675.733333333333 256
143 3292.0 2881.2 256
144 3292.0 2690.8 256
145 3292.0 2824.133333333333 256
146 3292.0 2953.2 256
147 3292.0 2604.0 256
148 3292.0 2778.8 256
149 3292.0 2821.3333333333335 256
150 3292.0 2844.133333333333 256
151 3292.0 2884.9333333333334 256
152 3292.0 2854.0 256
153 3292.0 3020.5333333333333 256
154 3292.0 2703.733333333333 256
155 3292.0 2747.733333333333 256
156 3292.0 2830.9333333333334 256
157 3292.0 2878.9333333333334 256
158 3292.0 2665.3333333333335 256
159 3292.0 2958.9333333333334 256
160 3292.0 2819.4666666666667 256
161 3292.0 2712.5333333333333 256
162 3292.0 3050.266666666667 256
163 3292.0 2826.9333333333334 256
164 3292.0 2847.3333333333335 256
165 3292.0 3071.6 256
166 3292.0 3135.6 256
167 3292.0 3056.9333333333334 256
168 3292.0 3207.866666666667 256
169 3292.0 3034.133333333333 256
170 3292.0 2926.9333333333334 256
171 3292.0 3166.6666666666665 256
172 3292.0 3232.266666666667 256
173 3292.0 3034.266666666667 256
174 3292.0 3129.0666666666666 256
175 3292.0 2926.6666666666665 256
176 3292.0 3102.266666666667 256
177 3292.0 3188.266666666667 256
178 3292.0 3052.133333333333 256
179 3292.0 2386.8 256
180 3292.0 2553.0666666666666 256
181 3292.0 2763.6 256
182 3292.0 2977.4666666666667 256
183 3292.0 3090.6666666666665 256
184 3292.0 2937.6 256
185 3292.0 2999.866666666667 256
186 3292.0 3054.0 256
187 3292.0 3008.6666666666665 256
188 3292.0 2800.9333333333334 256
189 3292.0 2924.133333333333 256
190 3292.0 3187.3333333333335 256
191 3292.0 2978.133333333333 256
192 3292.0 2993.3333333333335 256
193 3292.0 3041.0666666666666 256
194 3292.0 2945.0666666666666 256
195 3292.0 2950.0 256
196 3292.0 2713.0666666666666 256
197 3292.0 2940.9333333333334 256
198 3292.0 2949.0666666666666 256
199 3292.0 2843.2 256
200 3292.0 2835.6 256
201 3292.0 2824.5333333333333 256
202 3292.0 2820.9333333333334 256
203 3292.0 2692.8 256
204 3292.0 2517.2 256
205 3292.0 2704.133333333333 256
206 3292.0 2417.0666666666666 256
207 3292.0 2451.2 256
208 3292.0 2744.6666666666665 256
209 3292.0 2765.733333333333 256
210 3292.0 2993.733333333333 256
211 3292.0 2946.266666666667 256
212 3292.0 3159.6 256
213 3292.0 3175.4666666666667 256
214 3292.0 2923.0666666666666 256
215 3292.0 2886.5333333333333 256
216 3292.0 2806.8 256
217 3292.0 2794.266666666667 256
218 3292.0 2875.4666666666667 256
219 3292.0 2624.266666666667 256
220 3292.0 2569.4666666666667 256
221 3292.0 2678.133333333333 256
222 3292.0 2675.4666666666667 256
223 3292.0 2708.9333333333334 256
224 3292.0 2720.6666666666665 256
225 3292.0 2950.4 256
226 3292.0 3009.2 256
227 3292.0 2981.3333333333335 256
228 3292.0 3008.4 256
229 3292.0 2742.133333333333 256
230 3292.0 2915.866666666667 256
231 3292.0 2927.733333333333 256
232 3292.0 3170.6666666666665 256
233 3292.0 2941.0666666666666 256
234 3292.0 2763.866666666667 256
235 3292.0 3036.9333333333334 256
236 3292.0 3027.2 256
237 3292.0 2819.3333333333335 256
238 3292.0 2914.8 256
239 3292.0 2880.266666666667 256
240 3292.0 2548.5333333333333 256
241 3292.0 2663.733333333333 256
242 3292.0 2601.733333333333 256
243 3292.0 2730.133333333333 256
244 3292.0 2733.0666666666666 256
245 3292.0 2928.4 256
246 3292.0 2654.5333333333333 256
247 3292.0 2670.6666666666665 256
248 3292.0 2523.4666666666667 256
249 3292.0 2633.0666666666666 256
250 3292.0 2542.266666666667 256
251 3292.0 2583.4666666666667 256
252 3292.0 2706.0 256
253 3292.0 2555.3333333333335 256
254 3292.0 2945.6 256
255 3292.0 2664.0 256
256 3292.0 2511.866666666667 256
257 3292.0 2533.6 256
258 3292.0 2448.4 256
259 3292.0 2555.0666666666666 256
260 3292.0 2658.4 256
261 3292.0 2462.133333333333 256
262 3292.0 2563.733333333333 256
263 3292.0 2802.4 256
264 3292.0 2901.866666666667 256
265 3292.0 2593.2 256
266 3292.0 2423.4666666666667 256
267 3292.0 2754.133333333333 256
268 3292.0 2544.133333333333 256
269 3292.0 2538.9333333333334 256
270 3292.0 2597.866666666667 256
271 3292.0 2882.133333333333 256
272 3292.0 2820.8 256
273 3292.0 3101.3333333333335 256
274 3292.0 2972.4 256
275 3292.0 2727.3333333333335 256
276 3292.0 2644.8 256
277 3292.0 2681.3333333333335 256
278 3292.0 2799.4666666666667 256
279 3292.0 2475.3333333333335 256
280 3292.0 2501.0666666666666 256
281 3292.0 2797.2 256
282 3292.0 3072.266666666667 256
283 3292.0 2643.866666666667 256
284 3292.0 2703.0666666666666 256
285 3292.0 2808.266666666667 256
286 3292.0 2643.3333333333335 256
287 3292.0 2787.0666666666666 256
288 3292.0 2707.6 256
289 3292.0 2694.9333333333334 256
290 3292.0 2452.8 256
291 3292.0 2602.6666666666665 256
292 3292.0 2896.5333333333333 256
293 3292.0 2892.0 256
294 3292.0 2670.0 256
295 3292.0 2456.9333333333334 256
296 3292.0 2652.266666666667 256
297 3292.0 2743.3333333333335 256
298 3292.0 2637.2 256
299 3292.0 3068.6666666666665 256
300 3292.0 3108.8 256
301 3292.0 2891.2 256
302 3292.0 2698.133333333333 256
303 3292.0 2740.133333333333 256
304 3292.0 2822.9333333333334 256
305 3292.0 2778.0 256
306 3292.0 2850.4 256
307 3292.0 2844.5333333333333 256
308 3292.0 3062.266666666667 256
309 3292.0 2962.8 256
310 3292.0 2664.6666666666665 256
311 3292.0 2765.4666666666667 256
312 3292.0 2779.2 256
313 3292.0 2867.3333333333335 256
314 3292.0 2657.4666666666667 256
315 3292.0 2389.733333333333 256
316 3292.0 2689.3333333333335 256
317 3292.0 2640.9333333333334 256
318 3292.0 2743.3333333333335 256
319 3292.0 2812.6666666666665 256
320 3292.0 2803.0666666666666 256
321 3292.0 2857.733333333333 256
322 3292.0 2816.5333333333333 256
323 3292.0 2714.0 256
324 3292.0 2720.6666666666665 256
325 3292.0 2933.3333333333335 256
326 3292.0 2656.266666666667 256
327 3292.0 2382.5333333333333 256
328 3292.0 2454.0 256
329 3292.0 2633.2 256
330 3292.0 2896.133333333333 256
331 3292.0 2958.9333333333334 256
332 3292.0 3053.3333333333335 256
333 3292.0 2950.133333333333 256
334 3292.0 2671.0666666666666 256
335 3480.0 2784.266666666667 256
336 3480.0 2768.9333333333334 256
337 3480.0 3101.0666666666666 256
338 3480.0 2841.2 256
339 3480.0 3120.133333333333 256
340 3480.0 2934.9333333333334 256
341 3480.0 2807.0666666666666 256
342 3480.0 2564.4 256
343 3480.0 2664.8 256
344 3480.0 2437.733333333333 256
345 3480.0 2653.866666666667 256
346 3480.0 2737.0666666666666 256
347 3480.0 2950.0 256
348 3480.0 2868.5333333333333 256
349 3480.0 2870.133333333333 256
350 3480.0 3022.133333333333 256
351 3480.0 2893.3333333333335 256
352 3480.0 2840.8 256
353 3480.0 2914.4 256
354 3480.0 2481.866666666667 256
355 3480.0 2763.6 256
356 3480.0 3318.266666666667 256
357 3480.0 3095.0666666666666 256
358 3480.0 2811.3333333333335 256
359 3480.0 2695.4666666666667 256
360 3480.0 2674.5333333333333 256
361 3480.0 2686.0 256
362 3480.0 2924.0 256
363 3480.0 3224.5333333333333 256
364 3480.0 3009.6 256
365 3480.0 2991.2 256
366 3480.0 2731.6 256
367 3480.0 2866.9333333333334 256
368 3480.0 3022.133333333333 256
369 3480.0 3050.4 256
370 3480.0 2944.6666666666665 256
371 3480.0 2957.866666666667 256
372 3480.0 3021.4666666666667 256
373 3480.0 2981.6 256
374 3480.0 3068.8 256
375 3480.0 3211.866666666667 256
376 3480.0 3118.5333333333333 256
377 3480.0 3273.2 256
378 3480.0 3058.6666666666665 256
379 3480.0 2972.0 256
380 3480.0 2935.6 256
381 3480.0 2917.6 256
382 3480.0 3096.266666666667 256
383 3480.0 2952.9333333333334 256
384 3480.0 2939.3333333333335 256
385 3480.0 2963.0666666666666 256
386 3480.0 2997.733333333333 256
387 3480.0 3297.4666666666667 256
388 3480.0 3273.4666666666667 256
389 3480.0 3239.6 256
390 3480.0 3294.8 256
391 3480.0 3179.4666666666667 256
392 3480.0 3117.866666666667 256
393 3480.0 3091.866666666667 256
394 3480.0 2579.3333333333335 256
395 3480.0 2452.0 256
396 3480.0 2929.866666666667 256
397 3480.0 3236.4 256
398 3480.0 2986.9333333333334 256
399 3480.0 2563.2 256
400 3480.0 2657.0666666666666 256
401 3480.0 2970.0 256
402 3480.0 3037.6 256
403 3480.0 3217.3333333333335 256
404 3480.0 2849.6 256
405 3480.0 2682.266666666667 256
406 3480.0 3333.0666666666666 256
407 3480.0 3265.3333333333335 256
408 3480.0 3136.4 256
409 3480.0 3054.266666666667 256
410 3480.0 3048.9333333333334 256
411 3480.0 3480.0 256
412 3480.0 3095.3333333333335 256
413 3480.0 3190.6666666666665 256
414 3480.0 3118.9333333333334 256
415 3480.0 2625.733333333333 256
416 3480.0 3078.6666666666665 256
417 3480.0 3122.5333333333333 256
418 3480.0 3217.3333333333335 256
419 3480.0 2736.133333333333 256
420 3480.0 2880.4 256
421 3480.0 3012.8 256
422 3480.0 3253.6 256
423 3480.0 3116.5333333333333 256
424 3480.0 2829.2 256
425 3480.0 3176.9333333333334 256
426 3480.0 2941.0666666666666 256
427 3480.0 3071.0666666666666 256
428 3480.0 2953.6 256
429 3480.0 2838.5333333333333 256
430 3480.0 2893.2 256
431 3480.0 2994.4 256
432 3480.0 2994.133333333333 256
433 3480.0 2974.4 256
434 3480.0 2854.8 256
435 3480.0 3043.3333333333335 256
436 3480.0 3134.133333333333 256
437 3480.0 3225.3333333333335 256
438 3480.0 3162.266666666667 256
439 3480.0 3187.0666666666666 256
440 3480.0 3310.6666666666665 256
441 3480.0 3198.133333333333 256
442 3480.0 3055.6 256
443 3480.0 2717.4666666666667 256
444 3480.0 3316.133333333333 256
445 3480.0 3332.0 256
446 3480.0 3132.8 256
447 3480.0 3010.8 256
448 3480.0 3186.133333333333 256
449 3480.0 3130.0 256
450 3480.0 3195.2 256
451 3480.0 2915.4666666666667 256
452 3480.0 2821.733333333333 256
453 3480.0 2988.8 256
454 3480.0 2911.3333333333335 256
455 3480.0 3091.733333333333 256
456 3480.0 3054.266666666667 256
457 3480.0 3088.0 256
458 3480.0 3109.0666666666666 256
459 3480.0 3144.6666666666665 256
460 3480.0 3189.733333333333 256
461 3480.0 3190.6666666666665 256
462 3480.0 2877.2 256
463 3480.0 3022.4 256
464 3480.0 2986.5333333333333 256
465 3480.0 2983.6 256
466 3480.0 2703.6 256
467 3480.0 2530.133333333333 256
468 3480.0 2830.6666666666665 256
469 3480.0 3193.4666666666667 256
470 3480.0 2689.6 256
471 3480.0 3100.8 256
472 3480.0 2865.2 256
473 3480.0 2814.6666666666665 256
474 3480.0 3185.3333333333335 256
475 3480.0 2982.5333333333333 256
476 3480.0 2712.6666666666665 256
477 3480.0 2778.266666666667 256
478 3480.0 2802.8 256
479 3480.0 2766.4 256
480 3480.0 2836.8 256
481 3480.0 2893.6 256
482 3480.0 2817.3333333333335 256
483 3480.0 3063.6 256
484 3480.0 3211.6 256
485 3480.0 2741.6 256
486 3480.0 3091.2 256
487 3480.0 3129.6 256
488 3480.0 3239.6 256
489 3480.0 2889.866666666667 256
490 3480.0 3053.3333333333335 256
491 3480.0 2956.0 256
492 3480.0 2675.866666666667 256
493 3480.0 2658.0 256
494 3480.0 2475.2 256
495 3480.0 2398.266666666667 256
496 3480.0 2517.733333333333 256
497 3480.0 2549.733333333333 256
498 3480.0 3234.133333333333 256
499 3480.0 3083.6 256
500 3480.0 3236.266666666667 256
501 3480.0 3206.266666666667 256
502 3480.0 2917.866666666667 256
503 3480.0 2816.266666666667 256
504 3480.0 2939.0666666666666 256
505 3480.0 2811.866666666667 256
506 3480.0 2500.9333333333334 256
507 3480.0 2502.266666666667 256
508 3480.0 2568.9333333333334 256
509 3480.0 2742.4 256
510 3480.0 2655.4666666666667 256
511 3480.0 2749.733333333333 256
512 3480.0 2999.6 256
513 3480.0 3193.4666666666667 256
514 3480.0 2898.266666666667 256
515 3480.0 3147.0666666666666 256
516 3480.0 3181.2 256
517 3480.0 2970.6666666666665 256
518 3480.0 2896.0 256
519 3480.0 2695.733333333333 256
520 3480.0 2381.0666666666666 256
521 3480.0 2814.0 256
522 3480.0 2929.2 256
523 3480.0 3068.133333333333 256
524 3480.0 3227.733333333333 256
525 3480.0 3196.6666666666665 256
526 3480.0 3099.0666666666666 256
527 3480.0 3126.266666666667 256
528 3480.0 3008.4 256
529 3480.0 3230.6666666666665 256
530 3480.0 3254.5333333333333 256
531 3480.0 2922.133333333333 256
532 3480.0 2767.3333333333335 256
533 3480.0 2858.0 256
534 3480.0 3062.9333333333334 256
535 3480.0 2622.4 256
536 3480.0 3128.4 256
537 3480.0 2711.3333333333335 256
538 3480.0 2732.5333333333333 256
539 3480.0 2604.4 256
540 3480.0 2771.4666666666667 256
541 3480.0 2996.8 256
542 3480.0 2838.5333333333333 256
543 3480.0 2828.6666666666665 256
544 3480.0 2424.266666666667 256
545 3564.0 2355.0666666666666 256
546 3564.0 2374.133333333333 256
547 3564.0 2472.9333333333334 256
548 3564.0 2536.8 256
549 3564.0 2699.2 256
550 3564.0 3097.6 256
551 3564.0 2962.9333333333334 256
552 3564.0 3202.8 256
553 3564.0 3130.9333333333334 256
554 3564.0 3144.4 256
555 3564.0 3117.866666666667 256
556 3564.0 2698.6666666666665 256
557 3564.0 3176.0 256
558 3564.0 3084.6666666666665 256
559 3564.0 3185.6 256
560 3564.0 3097.733333333333 256
561 3564.0 3023.0666666666666 256
562 3564.0 3243.733333333333 256
563 3564.0 3108.266666666667 256
564 3564.0 2836.5333333333333 256
565 3564.0 2932.133333333333 256
566 3564.0 3144.5333333333333 256
567 3564.0 3360.8 256
568 3564.0 2937.2 256
569 3564.0 3164.0 256
570 3564.0 2900.6666666666665 256
571 3564.0 2975.0666666666666 256
572 3564.0 2807.2 256
573 3564.0 2660.6666666666665 256
574 3564.0 2840.266666666667 256
575 3564.0 3399.2 256
576 3564.0 3294.8 256
577 3564.0 3125.733333333333 256
578 3564.0 3093.2 256
579 3564.0 3165.3333333333335 256
580 3564.0 3016.9333333333334 256
581 3564.0 2993.6 256
582 3564.0 3198.6666666666665 256
583 3564.0 2986.266666666667 256
584 3564.0 3108.133333333333 256
585 3564.0 3131.6 256
586 3564.0 3181.4666666666667 256
587 3564.0 3246.9333333333334 256
588 3564.0 3180.9333333333334 256
589 3564.0 2916.9333333333334 256
590 3564.0 3281.4666666666667 256
591 3564.0 2943.2 256
592 3564.0 2911.4666666666667 256
593 3564.0 3123.733333333333 256
594 3564.0 3186.133333333333 256
595 3564.0 2937.4666666666667 256
596 3564.0 2855.6 256
597 3564.0 3048.5333333333333 256
598 3564.0 3438.5333333333333 256
599 3564.0 3427.6 256
600 3564.0 2985.6 256
601 3564.0 3167.4666666666667 256
602 3564.0 2790.6666666666665 256
603 3564.0 3094.6666666666665 256
604 3564.0 2936.266666666667 256
605 3564.0 3081.3333333333335 256
606 3564.0 2954.9333333333334 256
607 3564.0 3191.866666666667 256
608 3564.0 3148.9333333333334 256
609 3564.0 3055.866666666667 256
610 3564.0 3084.0 256
611 3564.0 3006.133333333333 256
612 3564.0 3246.133333333333 256
613 3564.0 2750.9333333333334 256
614 3564.0 2841.6 256
615 5304.0 3264.4 512
616 5304.0 3070.8 512
617 5304.0 3027.6 512
618 5304.0 2987.733333333333 512
619 5304.0 3240.0 512
620 5304.0 3277.2 512
621 5304.0 3989.733333333333 512
622 5304.0 4395.466666666666 512
623 5304.0 4574.533333333334 512
624 5304.0 4487.466666666666 512
625 5304.0 4710.8 512
626 5304.0 4259.6 512
627 5304.0 4764.933333333333 512
628 5304.0 4895.066666666667 512
629 5304.0 4550.4 512
630 5304.0 4723.466666666666 512
631 5304.0 4522.133333333333 512
632 5304.0 4212.8 512
633 5304.0 5004.8 512
634 5304.0 4419.6 512
635 5304.0 5027.333333333333 512
636 5304.0 4338.8 512
637 5304.0 4609.466666666666 512
638 5304.0 4173.066666666667 512
639 5304.0 4682.266666666666 512
640 5304.0 4940.666666666667 512
641 5304.0 4681.2 512
642 5304.0 5054.666666666667 512
643 5304.0 4740.933333333333 512
644 5304.0 4709.066666666667 512
645 5304.0 4125.333333333333 512
646 5304.0 4218.933333333333 512
647 5304.0 4505.333333333333 512
648 5304.0 4481.733333333334 512
649 5304.0 4753.466666666666 512
650 5304.0 4166.0 512
651 5304.0 4207.066666666667 512
652 5304.0 4648.133333333333 512
653 5304.0 4673.066666666667 512
654 5304.0 4560.666666666667 512
655 5304.0 4498.4 512
656 5304.0 4568.266666666666 512
657 5304.0 4365.466666666666 512
658 5304.0 4009.2 512
659 5304.0 3996.133333333333 512
660 5304.0 4420.4 512
661 5304.0 4184.533333333334 512
662 5304.0 4261.866666666667 512
663 5304.0 4181.866666666667 512
664 5304.0 4706.133333333333 512
665 5304.0 4272.4 512
666 5304.0 4173.733333333334 512
667 5304.0 4755.466666666666 512
668 5304.0 4542.4 512
669 5304.0 4510.266666666666 512
670 5304.0 4596.666666666667 512
671 5304.0 4489.2 512
672 5304.0 4786.0 512
673 5304.0 4416.0 512
674 5304.0 4423.866666666667 512
675 5304.0 4755.733333333334 512
676 5304.0 4211.066666666667 512
677 5304.0 4024.133333333333 512
678 5304.0 4039.4666666666667 512
679 5304.0 3939.2 512
680 5304.0 4422.8 512
681 5304.0 3969.3333333333335 512
682 5304.0 3750.4 512
683 5304.0 4477.866666666667 512
684 5304.0 4820.266666666666 512
685 5304.0 4588.133333333333 512
686 5304.0 4615.866666666667 512
687 5304.0 4280.933333333333 512
688 5304.0 4823.6 512
689 5304.0 4320.4 512
690 5304.0 4515.866666666667 512
691 5304.0 4738.933333333333 512
692 5304.0 4915.733333333334 512
693 5304.0 4869.2 512
694 5304.0 4863.2 512
695 5304.0 4572.533333333334 512
696 5304.0 4687.733333333334 512
697 5304.0 4540.666666666667 512
698 5304.0 3806.133333333333 512
699 5304.0 4015.0666666666666 512
700 5304.0 4578.533333333334 512
701 5304.0 4318.666666666667 512
702 5304.0 4362.8 512
703 5304.0 4237.866666666667 512
704 5304.0 4700.4 512
705 5304.0 4398.666666666667 512
706 5304.0 4670.266666666666 512
707 5304.0 4546.4 512
708 5304.0 4407.6 512
709 5304.0 4747.333333333333 512
710 5304.0 4711.333333333333 512
711 5304.0 4727.333333333333 512
712 5304.0 4906.266666666666 512
713 5304.0 4771.6 512
714 5304.0 4521.466666666666 512
715 5304.0 4018.9333333333334 512
716 5304.0 3932.8 512
717 5304.0 3798.4 512
718 5304.0 3726.8 512
719 5304.0 4143.6 512
720 5304.0 4089.0666666666666 512
721 5304.0 4503.2 512
722 5304.0 4083.866666666667 512
723 5304.0 4341.2 512
724 5304.0 4399.866666666667 512
725 5304.0 4104.533333333334 512
726 5304.0 4077.6 512
727 5304.0 4324.666666666667 512
728 5304.0 3615.733333333333 512
729 5304.0 3825.4666666666667 512
730 5304.0 3710.0 512
731 5304.0 4548.133333333333 512
732 5304.0 4224.266666666666 512
733 5304.0 4556.266666666666 512
734 5304.0 4250.4 512
735 5304.0 4673.6 512
736 5304.0 4518.8 512
737 5304.0 4491.6 512
738 5304.0 4832.4 512
739 5304.0 4928.933333333333 512
740 5304.0 4448.4 512
741 5304.0 4215.6 512
742 5304.0 4299.866666666667 512
743 5304.0 4600.933333333333 512
744 5304.0 4165.2 512
745 5304.0 4258.266666666666 512
746 5304.0 4391.066666666667 512
747 5304.0 3794.133333333333 512
748 5304.0 4178.8 512
749 5304.0 4522.933333333333 512
750 5304.0 4509.2 512
751 5304.0 4206.266666666666 512
752 5304.0 4360.8 512
753 5304.0 4628.8 512
754 5304.0 4414.533333333334 512
755 5304.0 3776.5333333333333 512
756 5304.0 3983.6 512
757 5304.0 4627.466666666666 512
758 5304.0 4408.933333333333 512
759 5304.0 3964.6666666666665 512
760 5304.0 4626.0 512
761 5304.0 4062.133333333333 512
762 5304.0 4103.6 512
763 5304.0 4624.4 512
764 5304.0 4892.4 512
765 5304.0 4608.8 512
766 5304.0 4493.333333333333 512
767 5304.0 4600.266666666666 512
768 5304.0 4597.066666666667 512
769 5304.0 4619.6 512
770 5304.0 4726.0 512
771 5304.0 4892.0 512
772 5304.0 4744.666666666667 512
773 5304.0 4482.266666666666 512
774 5304.0 4451.066666666667 512
775 5304.0 4590.0 512
776 5304.0 4737.333333333333 512
777 5304.0 5056.133333333333 512
778 5304.0 4883.6 512
779 5304.0 4020.8 512
780 5304.0 4189.466666666666 512
781 5304.0 4554.133333333333 512
782 5304.0 4758.533333333334 512
783 5304.0 4625.866666666667 512
784 5304.0 4997.333333333333 512
785 5304.0 4857.333333333333 512
786 5304.0 5015.066666666667 512
787 5304.0 4855.866666666667 512
788 5304.0 4428.666666666667 512
789 5304.0 4357.6 512
790 5304.0 4191.733333333334 512
791 5304.0 4240.933333333333 512
792 5304.0 4103.066666666667 512
793 5304.0 4692.666666666667 512
794 5304.0 4440.266666666666 512
795 5304.0 4419.733333333334 512
796 5304.0 4389.6 512
797 5304.0 4728.533333333334 512
798 5304.0 4375.6 512
799 5304.0 4093.3333333333335 512
800 5304.0 4451.6 512
801 5304.0 4191.733333333334 512
802 5304.0 4668.0 512
803 5304.0 5031.2 512
804 5304.0 4631.466666666666 512
805 5304.0 4497.6 512
806 5304.0 4671.066666666667 512
807 5304.0 3973.733333333333 512
808 5304.0 4357.066666666667 512
809 5304.0 4880.266666666666 512
810 5304.0 4789.066666666667 512
811 5304.0 4568.666666666667 512
812 5304.0 4837.466666666666 512
813 5304.0 4725.6 512
814 5304.0 4847.733333333334 512
815 5304.0 4084.0 512
816 5304.0 4531.733333333334 512
817 5304.0 4545.466666666666 512
818 5304.0 3964.0 512
819 5304.0 3782.6666666666665 512
820 5304.0 3842.8 512
821 5304.0 4012.266666666667 512
822 5304.0 4255.066666666667 512
823 5304.0 3669.6 512
824 5304.0 4396.533333333334 512
825 5304.0 4365.2 512
826 5304.0 4415.066666666667 512
827 5304.0 3940.4 512
828 5304.0 4126.933333333333 512
829 5304.0 3738.0 512
830 5304.0 3544.5333333333333 512
831 5304.0 4078.0 512
832 5304.0 4273.066666666667 512
833 5304.0 4304.533333333334 512
834 5304.0 3909.4666666666667 512
835 5304.0 3966.266666666667 512
836 5304.0 4071.4666666666667 512
837 5304.0 4063.0666666666666 512
838 5304.0 4406.0 512
839 5304.0 4084.0 512
840 5304.0 4574.933333333333 512
841 5304.0 4618.933333333333 512
842 5304.0 4212.533333333334 512
843 5304.0 3543.733333333333 512
844 5304.0 3840.6666666666665 512
845 5304.0 4117.866666666667 512
846 5304.0 3845.6 512
847 5304.0 3894.5333333333333 512
848 5304.0 4249.333333333333 512
849 5304.0 4091.3333333333335 512
850 5304.0 4295.333333333333 512
851 5304.0 4751.733333333334 512
852 5304.0 4283.733333333334 512
853 5304.0 4159.333333333333 512
854 5304.0 4086.8 512
855 5304.0 4654.133333333333 512
